// output from Obj2DatTex.py Wavefront text file conversion script
// (c) 2005 By Giles Williams
// 
// original file: "allin1scruffy.obj"
// 
// model size: 130.000 x 34.965 x 73.141
// 
// textures used: ['jaguar_company_griff_cobra_mk3_scuffed_mainhull_diffuse_spec.png']
// 
NVERTS 527
NFACES 844

VERTEX
65.00000, -2.52759, -32.45790
65.00000, -1.93056, -32.45790
60.00000, -2.33727, -13.00000
60.00000, -1.74024, -13.00000
53.20600, -1.16593, -32.45790
53.18680, 2.04775, -32.45790
52.59800, -0.91359, -33.64060
52.58140, 1.85017, -33.64060
45.90430, -2.19468, -33.64060
45.90430, 2.92014, -33.64060
45.42270, -2.65556, -32.45790
45.42270, 3.29190, -32.45790
44.00000, 10.00000, -32.45790
43.55910, -5.93167, -29.09690
43.55910, -5.93167, -30.17170
43.55910, -5.93167, -32.45790
43.55910, 0.76501, -29.09690
43.55910, 0.76501, -30.17170
43.55910, 8.21903, -30.17170
43.55910, 8.21903, -32.45790
41.05480, 10.37400, -21.32440
40.97860, 9.13917, -19.79180
22.10740, 12.91330, -32.45790
22.06530, 12.93970, -7.22736
21.99660, 0.75791, -29.09690
21.99660, 0.75791, -30.17170
21.99660, 0.75791, -32.45790
21.99660, 11.24160, -30.17170
21.99660, 11.24160, -32.45790
21.45820, 1.15232, -32.99630
21.45820, 10.86830, -32.99630
20.92390, 14.53850, -32.45790
20.91240, 14.53540, -7.23537
20.35900, 15.45240, -31.74020
20.32390, 15.44290, -7.18913
19.73270, 3.00037, -32.95230
19.73270, 3.00037, -37.90710
19.73270, 9.70876, -32.95230
19.73270, 9.70876, -37.90710
18.91010, 2.03205, -32.95230
18.91010, 2.03205, -37.90710
18.89920, 10.84510, -32.95230
18.89920, 10.84510, -37.90710
18.88850, 3.42699, -33.85870
18.88850, 3.42699, -37.90710
18.88850, 9.32524, -33.85870
18.88850, 9.32524, -37.90710
18.47990, 2.94608, -33.85870
18.47990, 2.94608, -37.90710
18.44520, 9.92965, -33.85870
18.44520, 9.92965, -37.90710
17.37010, 16.30050, -22.01610
17.37010, 16.30050, -22.89000
17.37010, 16.30050, -28.46050
17.37010, 16.30050, -29.33440
17.23690, 18.56120, -22.01610
17.23690, 18.56120, -22.89000
17.23690, 18.56120, -28.46050
17.23690, 18.56120, -29.33440
17.02940, 16.43970, -21.81800
17.02940, 16.43970, -23.10320
17.02940, 16.43970, -28.26230
17.02940, 16.43970, -29.54750
16.95340, 18.34260, -21.81800
16.95340, 18.34260, -23.10320
16.95340, 18.34260, -28.26230
16.95340, 18.34260, -29.54750
14.97870, -2.64237, 32.36730
14.97870, -0.29521, 32.36730
14.83400, 0.49885, 32.36730
14.68690, 0.68704, 32.36730
14.36930, -2.47131, 32.89010
14.36930, -2.47131, 32.36160
14.19370, -1.06273, 33.39380
14.19370, -1.06273, 32.36220
14.18650, -3.03379, 32.89010
14.18650, -3.03379, 32.36160
14.11090, 0.68704, 32.36730
14.08930, -13.96880, -32.45790
14.08930, -3.71522, 17.72220
14.08930, -3.54464, 32.36730
13.90550, -11.49170, -29.09690
13.90550, -11.49170, -32.45790
13.89080, -2.12368, 32.89010
13.89080, -2.12368, 32.36160
13.60370, -2.08464, 33.39380
13.60370, -2.08464, 32.36220
13.60370, -0.04082, 33.39380
13.60370, -0.04082, 32.36220
13.59510, -3.03379, 32.89010
13.59510, -3.03379, 32.36160
13.41240, -2.47131, 32.89010
13.41240, -2.47131, 32.36160
12.42370, -2.08464, 33.39380
12.42370, -2.08464, 32.36220
12.42370, -0.04082, 33.39380
12.42370, -0.04082, 32.36220
12.21960, -3.71522, 17.69610
12.21960, -3.54464, 32.36730
11.83370, -1.06273, 33.39380
11.83370, -1.06273, 32.36220
11.57840, -2.96520, 21.12900
11.46320, -2.64237, 32.36730
11.46320, -0.78320, 32.36730
11.46320, -0.12114, 32.36730
9.89734, 20.49980, -21.81800
9.89734, 20.49980, -23.10320
9.89734, 20.49980, -28.26230
9.89734, 20.49980, -29.54750
9.79675, 20.84340, -22.01610
9.79675, 20.84340, -22.89000
9.79675, 20.84340, -28.46050
9.79675, 20.84340, -29.33440
8.62930, 19.00790, -21.81800
8.62930, 19.00790, -23.10320
8.62930, 19.00790, -28.26230
8.62930, 19.00790, -29.54750
8.20309, 19.17150, -22.01610
8.20309, 19.17150, -22.89000
8.20309, 19.17150, -28.46050
8.20309, 19.17150, -29.33440
6.67007, 19.72850, -31.74020
6.63916, 19.71780, -5.40672
6.40494, 15.32050, -32.95720
5.79773, 19.10120, -32.45790
5.78446, 19.09660, -5.26552
5.68128, 13.56030, -33.85870
5.68128, 13.56030, -37.90710
5.65205, -1.16488, -33.85870
5.65205, -1.16488, -37.90710
5.47461, 14.65940, -32.95230
5.47461, 14.65940, -37.90710
5.46373, -2.27256, -32.95230
5.46373, -2.27256, -37.90710
5.44247, 15.32050, -34.45090
5.20686, 14.64220, -0.03333
5.19591, 14.67820, -33.00220
5.19591, 15.96270, -33.00220
4.74616, 14.67820, -34.08940
4.74616, 15.32050, -34.86190
4.74616, 15.96270, -34.08940
4.71152, -0.29101, -33.85870
4.71152, -0.29101, -37.90710
4.71152, 12.63330, -33.85870
4.71152, 12.63330, -37.90710
4.66446, -0.10392, 32.36730
4.63085, 14.64220, -0.03333
4.54609, 17.20050, -32.99630
4.52682, 17.78260, -32.45790
4.52414, 17.78170, -31.18770
4.52331, 17.78140, -25.21770
4.51883, 17.77990, -15.92980
4.51806, 17.77960, -14.33750
4.51355, 17.77800, -5.04038
4.19662, 15.49840, -4.62516
4.14388, 13.35080, 2.24254
3.88330, -2.30238, 32.36730
3.88330, 0.68704, 32.36730
3.86730, -0.78928, -32.95230
3.86730, -0.78928, -37.90710
3.86730, 13.12290, -32.95230
3.86730, 13.12290, -37.90710
3.54978, 14.98080, -0.03333
3.41984, -3.00199, 21.06120
3.25692, -4.60440, -32.99630
3.25692, 16.61790, -32.99630
3.11267, 4.57387, 23.88390
2.83849, -1.77128, 32.36730
2.83849, -0.18190, 32.36730
2.73648, 16.97320, -0.03333
2.73648, 16.97320, -4.91732
2.71850, -11.49170, -29.09690
2.71850, -11.49170, -31.65060
2.71850, -5.33940, -29.09690
2.71850, -5.33940, -31.65060
2.71850, -5.33940, -32.45790
2.71850, -5.33940, -33.54060
2.71850, 0.75791, -33.54060
2.71850, 6.32903, -33.54060
2.71850, 8.28491, -32.45790
2.71850, 11.27750, -35.27190
2.71850, 16.96540, -32.45790
2.71396, 16.96540, -35.27190
2.68780, 14.67820, -34.08940
2.68780, 15.32050, -34.86190
2.68780, 15.96270, -34.08940
2.66946, -11.49170, -29.09690
2.66230, 16.87600, -1.38331
2.66230, 16.87600, -1.99731
2.66230, 17.66730, -1.38331
2.66230, 17.66730, -1.99731
2.60906, 7.11390, 18.34000
2.51061, 5.67711, 23.77950
2.49604, -1.49146, 31.11350
2.49604, -0.19922, 31.11350
2.49444, 16.73610, -0.03333
2.49444, 16.73610, -0.90388
2.43354, 17.87340, -1.38331
2.43354, 17.87340, -1.99731
2.32157, 17.87250, -1.82267
2.30071, 19.54720, -2.44851
2.26349, 20.82420, -3.44650
2.26278, -11.49170, -32.09060
2.26278, -5.79512, -32.09060
2.24269, 2.81008, 27.35690
2.24269, 3.70419, 25.55040
2.18214, 17.49720, -0.03333
2.18214, 17.49720, -32.45790
2.18018, 20.99610, -3.47027
2.16293, 19.70640, -2.22120
2.16135, 17.87250, -1.54517
2.09687, 20.82420, -3.44650
2.02514, 19.54720, -2.44851
