// output from Obj2DatTex.py Wavefront text file conversion script
// (c) 2005 By Giles Williams
// 
// original file: "jaguar_company_base.obj"
// 
// model size: 843.008 x 448.082 x 759.868
// 
// textures used: ['jaguar_company_base_diffuse.png']
// 
NVERTS 623
NFACES 1236

VERTEX
-355.17050, 175.09850, 126.50400
226.65100, 129.75300, -326.82350
-493.55000, 27.83850, 37.67550
59.70700, 2.05750, -432.93450
206.29550, -84.70450, 185.86650
17.08050, -170.56150, -230.35800
-360.32950, -15.30750, -189.41300
331.77100, -30.90000, -82.39100
-137.61550, -154.22600, 264.87300
248.86900, 178.11300, -119.07300
253.31450, 63.96500, 152.53750
-67.94300, 215.19000, -264.51500
-432.15750, -99.16000, 111.42500
29.00300, -210.72650, 53.55250
-175.19300, 110.50850, 261.36400
-473.31950, 89.90250, 83.98050
-397.72500, 105.11900, -37.73400
-40.80600, 203.58450, 25.89900
-216.29050, 219.16200, -79.44050
-428.80300, 50.96450, 184.81800
168.09650, 80.79050, -400.28500
300.58850, 62.66350, -255.36800
265.78600, 165.16100, -254.13700
110.26600, 189.07800, -332.26650
179.01550, -60.10450, 266.70450
245.09650, -13.00300, 189.37800
-82.82800, -117.90850, 325.65150
152.39550, 121.54200, 147.71200
206.04150, 49.97200, 247.25000
-254.85700, -42.61500, 289.34950
55.54900, -137.27850, 245.11300
-468.76950, 7.78650, -42.50300
-503.88600, -15.94300, 66.23450
57.23000, -105.52200, -361.94900
-152.92300, -15.92550, -361.93850
226.04200, -28.47500, -313.27500
-26.63650, 123.08200, -390.77800
267.09750, -68.64450, 99.90000
159.28250, -137.63800, 133.53800
-175.71000, -114.63200, -247.17150
199.55650, -127.65200, -205.98500
-215.36200, -159.80450, -81.53150
32.10500, -204.96300, -101.42550
-236.38850, 117.17300, -243.63050
-420.60450, -77.53200, -61.13200
332.82350, 88.90750, -124.55450
291.70550, 35.19100, 82.28600
200.08500, -145.37250, -35.17850
-261.08500, -147.79800, 222.81250
-89.01700, -193.71800, 190.33600
273.57950, 109.12750, 52.17500
81.43500, 230.00450, -205.78050
-205.75700, -188.43550, 61.50900
217.79700, -121.14450, 53.38550
-149.66750, 77.71050, -349.00450
85.10000, 139.32200, -394.19100
